review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,days_to_return
60c714ed14cef913944a3147094a4742,9ac05114800f02bfaa783bd76842dbe2,1,,"Produto muito inferior, mal acabado.",2018-07-03 00:00:00,2018-07-05 19:03:52,9a4a662f2adad6ed0a31fd0d4221e1cc,delivered,2018-06-20 15:28:01,2018-06-21 15:39:14,2018-06-22 14:11:00,2018-07-02 14:38:57,2018-07-24 00:00:00,11.0
65dfeb60c40e3cbb0a1838285d86f885,a2714ecbf6eeb3bb9cd7dba6dc1c5e82,1,,Pedi reembolso e sem resposta até momento ,2018-03-08 00:00:00,2018-03-08 12:27:34,5fe0562353e8f0b6c0c6b55cd0f58fe0,canceled,2018-02-14 18:01:38,2018-02-14 18:20:40,2018-02-15 17:27:27,,2018-03-06 00:00:00,
1090909faae22e5ab76903e8493063f1,a1341cb83bbf1b47392f4a3685d56bad,1,,,2018-03-07 00:00:00,2018-03-07 15:32:23,a08a7edd638cbf99e97e2ed2d19483be,delivered,2018-02-18 13:20:09,2018-02-18 14:27:21,2018-03-05 22:17:17,2018-03-07 00:04:53,2018-03-05 00:00:00,16.0
4d36f8266245b00faebc520e9cd963c0,b1cc044d321053348a5e482ca7e6b2e3,2,,,2018-03-17 00:00:00,2018-03-17 09:29:47,d3286ca43aa21423c6045b2806ca8e56,delivered,2018-01-30 19:29:01,2018-01-30 19:54:04,2018-02-09 13:08:10,2018-03-16 01:41:08,2018-03-20 00:00:00,44.0
d23ac17822a812782cf7f848b2a8b38b,705402bc1d956067338873d414158d09,1,,,2018-04-22 00:00:00,2018-04-26 10:25:11,35a436968e81c497c7f713bac80c42d0,delivered,2018-04-01 00:11:32,2018-04-01 00:31:21,2018-04-03 19:22:47,2018-04-30 16:12:13,2018-04-20 00:00:00,29.0
ae728c1061bf163b4bd256ad9ee0bb83,45c780334bc32cb77559a65c5f171160,1,,"Este foi o pedido
Balde Com 128 Peças - Blocos De Montar 2 un - R$ 25,00 cada (NÃO FOI ENTREGUE)
Vendido e entregue targaryen
Tapete de Eva Nº Letras 36 Peças Crianças 1 un - R$ 35,90 (ESTE FOI ENTREG",2018-01-04 00:00:00,2018-01-10 09:52:57,2e7caf02d3f51fe071a2444d36ea2d51,delivered,2017-12-20 19:20:25,2017-12-22 02:39:37,2017-12-22 18:28:29,2018-01-03 14:07:22,2018-01-22 00:00:00,13.0
72730619a00e0ecdecf0a4ff862d8996,af76a45a10524549102e010f2bd9d3cd,1,,comprei tres pacotes de cinco folhas cada de papel transfer para tecido escuro e so recebi dois,2017-11-07 00:00:00,2017-11-08 21:54:58,a44a4a6e7b2c7cc8ae47bcc8bdb3cdd5,delivered,2017-10-23 19:32:01,2017-10-25 02:28:34,2017-11-01 20:27:30,2017-11-06 21:09:40,2017-11-14 00:00:00,14.0
5b713e49352337557efe509b2e801183,93e87829bab4127b8692f52a73df4284,1,,,2017-11-23 00:00:00,2017-11-23 10:32:13,8cc5b669b36635162d2d3261b8559d6a,delivered,2017-10-24 19:23:44,2017-10-24 19:35:24,2017-10-25 21:11:58,2017-12-05 00:59:06,2017-11-21 00:00:00,41.0
5c37d7ba6ef2f031c34bb4fda3454018,bbd1b9ebbc5a09d51caaa2d10e0f93b5,2,,Demorou de mais pra entrega ,2017-12-17 00:00:00,2017-12-17 12:14:13,3068255d75f415c21b115399dc51f7ea,delivered,2017-11-22 19:01:04,2017-11-24 19:12:30,2017-11-28 16:48:37,2017-12-27 17:58:53,2017-12-13 00:00:00,34.0
346317f9aff540395fe46893611854f8,546ffb713086001ce9f0009158f88b73,1,,Não funciona não faz sincronismo,2017-09-17 00:00:00,2017-09-18 23:39:56,9fa9fdb373ab71b7d9081e43795accd2,delivered,2017-09-13 09:39:13,2017-09-14 02:45:13,2017-09-15 16:12:44,2017-09-16 13:43:31,2017-09-25 00:00:00,3.0
487f8ff16eaf366dc7c01652202048c3,d5ba80d74b52c335ae36398d6159e6ee,1,,"Chegou apenas uma peça, mas na nota e na garantia constam as duas joias.",2017-08-22 00:00:00,2017-08-22 23:45:13,df0f79495c6708eb945df0f91d5eada1,delivered,2017-08-15 23:23:16,2017-08-16 23:55:09,2017-08-17 19:09:43,2017-08-21 18:43:09,2017-09-14 00:00:00,5.0
ef8ae544c432bb1053ba5990bd0d6227,e18ebd6286697a3f0f6fe267d8286cb2,1,,EU NÃO RECEBI O PRODUTO E CONSTA NO SISTEMA QUE EU RECEBI ALÉM DE PAGAR CARO DO FRETE ,2018-01-12 00:00:00,2018-01-13 00:28:49,de3488839c20b6109821b6a1af9818df,delivered,2018-01-08 12:09:06,2018-01-08 12:17:25,2018-01-10 21:23:06,2018-01-11 23:16:14,2018-02-01 00:00:00,3.0
aaab917291fea34988b9a0cb60e0716f,560f7585b57fcc9579460fa21c0d8ec1,1,,"Comprei o relógio, unissex e enviaram um relógio feminino, bem menor que as especificações do anúncio.",2018-04-05 00:00:00,2018-04-06 11:06:19,ced5464be4716dddff6e88ccf5e0261a,delivered,2018-03-13 22:33:50,2018-03-13 22:47:53,2018-03-14 22:51:27,2018-04-04 22:18:30,2018-04-10 00:00:00,21.0
c3dc53293222872c90de63a9dc56902e,617b248faca8fe758da0640030f82f00,1,,,2018-06-22 00:00:00,2018-06-22 20:59:02,49fbaec7f8c365d12595c7b6cb6db285,delivered,2018-06-15 12:20:19,2018-06-15 12:45:55,2018-06-15 15:51:00,2018-06-21 16:21:59,2018-07-16 00:00:00,6.0
0f47555e4df6f6e31bb40c6ff7fb6fac,f81ed3e1a19bd4246ee3e90b01359eb0,2,,,2017-10-02 00:00:00,2017-10-04 23:54:09,0e453162f1e34646ff631c2379109bea,delivered,2017-09-16 20:00:17,2017-09-16 20:10:17,2017-09-21 11:37:43,2017-10-01 16:57:50,2017-10-13 00:00:00,14.0
5f938e5f5f2e9a75710b54feeb9ea610,d9ff0185a300435402f043124f530274,1,Médio,A peça não serviu,2018-05-11 00:00:00,2018-05-14 14:08:04,54ef4ab32481f5109378c975bbe5faa9,delivered,2018-05-03 18:35:23,2018-05-04 16:54:16,2018-05-07 09:26:00,2018-05-10 21:32:20,2018-05-25 00:00:00,7.0
d7ea05bb4f9c77d606fd90b1a27e317d,bb5b0d8f3e9c964760c674f2aa2ae0cf,1,,Comprei o produto dia 25 de fevereiro e hoje dia 29 de marco não fora entregue na minha residência. Não sei se os correios desse Brasil e péssimo ou foi a própria loja que demorou postar.,2018-03-29 00:00:00,2018-03-29 23:13:58,3b9375de9837ce03b6516b3a343ad6be,delivered,2018-02-26 11:08:05,2018-02-26 11:31:11,2018-02-27 20:18:39,2018-04-04 18:52:49,2018-03-27 00:00:00,37.0
185cb85ede91009d7a8e685687c037ee,2e5dc86c8c4aa663549caf5e31de840d,1,,"fiz minha compra faz 30 dias e não recebi ainda meu produto.
Precisa melhorar nas entregas",2017-04-06 00:00:00,2017-04-09 18:25:12,6225eed02b7d1a110b6e5b5dd4c8bd31,processing,2017-02-03 00:04:49,2017-04-04 10:56:48,,,2017-03-31 00:00:00,
ca21ff9bdc64ce15d2be8e09bbc5a115,2f6bbf69e7e15f419cef8a59761df265,1,,,2017-05-06 00:00:00,2017-05-09 11:19:51,e63ec20c198016eed02495c34bb68c08,delivered,2017-04-12 20:32:23,2017-04-14 02:45:40,2017-04-17 13:32:10,2017-05-05 14:08:10,2017-05-16 00:00:00,22.0
c40a6b6e0181e5ec0d12cbc2e12c49d3,f3468d6a2c7586711e9952242898aad4,1,falta de produto e quebra,Faltou 1 produto e os que recebi 1 veio quebrado,2018-05-23 00:00:00,2018-05-23 22:23:00,4a16dfed3e9e577413c82835fe057767,delivered,2018-05-15 20:33:55,2018-05-15 20:56:02,2018-05-16 14:05:00,2018-05-22 17:48:47,2018-06-11 00:00:00,6.0
06f47dacd0575e592bf6a17e922ce6cd,82348f1b5f24ac795fa9320e02c49553,1,não recebi ainda,aqui está descrevendo como entregue só que ate agora não recebi,2018-06-28 00:00:00,2018-06-29 16:34:46,6954f23dff0b61c06de5bf898ff80498,delivered,2018-06-22 21:21:52,2018-06-26 04:35:21,2018-06-26 12:48:00,2018-06-27 18:19:38,2018-07-05 00:00:00,4.0
715742f4ae2149e82ead981971912530,73863aca434e1d117e45109bea6f1937,1,,,2018-08-17 00:00:00,2018-08-17 05:21:43,f3f7e581618408da1e8d5ebe236082b3,canceled,2018-07-29 00:05:24,2018-07-29 00:15:14,,,2018-08-15 00:00:00,
cde97e23deec3aa11e838402378706ee,512ba2efae3409f37660ce26199b32aa,1,,"Não posso! Estou aguardando a chegada do produto que comprei!Logo que isso aconteça, terei minha opinião formada!",2017-12-22 00:00:00,2017-12-22 12:20:27,f760951c8c3d425beffe0ef8369dd880,delivered,2017-11-28 10:14:23,2017-11-28 10:40:39,2017-12-04 15:22:16,2017-12-28 00:54:59,2017-12-21 00:00:00,29.0
b2f9240b0a16650054680457ad518388,807bd7d79398132db47a02f8d49c60f8,1,,,2018-02-24 00:00:00,2018-02-24 18:26:56,5bfe21e1241a461d88c63968f8724e54,delivered,2018-01-25 16:30:47,2018-01-25 16:59:42,2018-01-30 13:56:14,2018-02-25 16:09:05,2018-02-22 00:00:00,30.0
3ff8285931cc9b54c9ad22ba78957f63,e6b23db78d4473c921fb9315e04b5c0f,1,,Comprei dois produtos e recebi somente um. Mandei dois emails para a loja e não tive nenhum retorno. Estou insatisfeita.,2017-05-14 00:00:00,2017-05-19 10:38:27,b437d9c273c650bab9acd69d44243620,delivered,2017-04-20 20:47:53,2017-04-20 21:01:54,2017-05-04 11:36:47,2017-05-17 09:30:02,2017-05-12 00:00:00,26.0
a36150969fe6bd09ed011dd78aeb0189,ef1b29b591d31d57c0d7337460dd83c9,1,,"Demora na entrega, detestei o atendimento e NUNCA mais compro. baratheon quando vendia por eles mesmos era bem melhor! ",2016-11-02 00:00:00,2016-11-03 12:04:24,dc607dc98d6a11d5d04d9f2a70aa6c34,delivered,2016-10-03 22:51:30,2016-10-04 10:28:19,2016-10-21 14:23:36,2016-11-01 15:14:45,2016-11-25 00:00:00,28.0
43992f6d75ecc01ddd8c748b9362bc81,55b5a2fb966c36bed46f082ad6062914,1,,o meu produto não chegou... segundo o rastreio está parado em Ribeirão Preto sp... ,2018-03-23 00:00:00,2018-03-23 23:21:32,e1aa4b904d0a6d58cf50e0c2fb0425dc,delivered,2018-03-05 18:12:14,2018-03-05 18:31:25,2018-03-07 23:18:54,2018-04-03 20:54:53,2018-03-21 00:00:00,29.0
8b4c14417bccab81710772ecb8b23fd6,62a575a2a9f2c005b7ec7ff7dd76d5ee,1,,produto deu defeito na 1 vez de uso.,2018-08-03 00:00:00,2018-08-04 19:32:39,8953a5c61a611a5a2779189ed24e6744,delivered,2018-07-23 19:55:20,2018-07-24 19:50:14,2018-07-25 13:40:00,2018-08-02 20:09:35,2018-08-16 00:00:00,10.0
252b934455d29ca8cc070504686ecc52,4806c15e687faabdb46ca2643cfcfa6e,1,,até agora não recebi o produto.,2018-03-14 00:00:00,2018-03-14 08:59:57,4dec66cb2a457ca68a6b8e431d375a11,delivered,2018-02-18 18:41:59,2018-02-18 18:55:34,2018-02-19 18:52:11,2018-03-14 20:16:24,2018-03-12 00:00:00,24.0
b736ff4204044e49e39062584d06fa74,993da8482e658ec7f1d0c6d955604936,1,, A loja anuncia um produto e entrega outro.,2018-08-24 00:00:00,2018-08-27 05:20:47,e9448a633c12d2de0d904428bd3ce893,delivered,2018-08-17 03:00:56,2018-08-17 03:35:16,2018-08-17 16:31:00,2018-08-23 16:23:51,2018-09-03 00:00:00,6.0
c239d18d7e310e477d5e7b76b362db1d,80a2b0dcabefef6a83477204433b2482,1,,produto foi entregue com umas das alças com problemas (está faltando 1 pino de fixação),2018-03-11 00:00:00,2018-03-13 21:17:09,4fa80c5dc3ee4b69457bf4ec5c091d2f,delivered,2018-03-04 14:28:44,2018-03-04 14:48:48,2018-03-05 18:28:48,2018-03-10 15:58:55,2018-03-21 00:00:00,6.0
5cc663b86b8e633c513546914eca82d4,1e9ea7d5f669d780b187f487a03c3f7b,2,,,2017-11-24 00:00:00,2017-11-27 12:46:34,f7b0cc4e42b4ccf20819cbba292745be,delivered,2017-11-12 23:36:14,2017-11-12 23:50:25,2017-11-16 18:33:38,2017-11-23 18:43:11,2017-11-27 00:00:00,10.0
b3df5ccdfff218d039dd166e3da759f5,33fb6b947580ee29bd0c6babed6049c1,2,,Foi marcado o dia 14/02 para entrega do pedido e no rastreamento marcava que o produto já havia sido entregue na data mas na realidade não foi entregue. O produto só foi entregue no dia 28/02.,2018-03-01 00:00:00,2018-03-04 21:45:00,c3e417956cd7a0f2b6a77345cd4b682e,delivered,2018-02-06 17:20:56,2018-02-06 18:31:59,2018-02-08 19:17:33,2018-02-28 21:38:54,2018-03-14 00:00:00,22.0
c11da18223114c483b887b9914045f79,468c2f34312a6d270a20c7aef082041c,2,,"LOJA ALÉM DO FRETE SER MUITO CARO . O PRODUTO LEVA QUASE 30 DIAS ÚTEIS , PARA CHEGAR NA SUA CASA",2017-06-07 00:00:00,2017-06-09 06:12:39,c43140cab099145072c92fafa17d0d48,delivered,2017-05-25 00:11:01,2017-05-25 01:10:20,2017-05-25 09:31:02,2017-06-06 14:31:22,2017-06-23 00:00:00,12.0
6f885e2fd69412264d9e74e805175d53,108e1d5b7a25ff07b49e500b1c7ae4b0,1,,"Recebi bem rápido, porém veio outro produto, e não o que eu pedi, o modelo veio diferente, a cor, veio uma capinha que não tem zíper, enfim, não recomendo. ",2017-06-22 00:00:00,2017-06-23 19:35:16,7d1fee2758dd8420cb44dc7f4fdec08f,delivered,2017-06-07 10:57:08,2017-06-07 11:10:13,2017-06-08 16:16:46,2017-06-21 16:19:44,2017-07-10 00:00:00,14.0
f7eb8792e67d53e01a224bfa9b6802b2,a0f2f8b0523207a13f02225bc812ed23,1,Horrível,"Cancelaram a minha compra um dia antes da entrega, liguei para a lannister e os atendentes não sabiam o que estava acontecendo, uma bagunça, agora estou esperando para ver se vai ser cobrado",2018-08-05 00:00:00,2018-08-05 09:27:55,616b91d43810a9097e1ab529e809b950,canceled,2018-07-31 10:48:42,2018-07-31 11:30:32,,,2018-08-03 00:00:00,
84ae94ac7146889400b0c58f5baa7cde,39841bda2ced6b58fb455964b6ad0f05,1,,,2017-07-08 00:00:00,2017-07-08 15:56:35,085ee5f8069c949eb5e31d56514d38b4,shipped,2017-06-18 00:27:16,2017-06-20 11:25:24,2017-06-22 12:59:32,,2017-07-05 00:00:00,
4dd68a0dee5ede8a445f797c46bca436,ac706ac9421036e88d5b2c96b058aba6,1,,o acabento que estava na foto era bonito a que chegou foi de um sintetico feio com um acabento todo borrado orrivel nao gostei,2017-07-05 00:00:00,2017-07-11 10:20:06,cdb1e9cb8ee9ea2a896a849b2011d0d7,delivered,2017-06-21 18:03:11,2017-06-23 02:15:53,2017-06-26 08:11:57,2017-07-04 15:07:49,2017-07-13 00:00:00,12.0
f55ac350831de6694d569e9c0176dacd,92cd4be4e992be4ab03304531ce6c5f9,1,,E muito desordenado comprei três produtos mais não veio no dia sertões veio separado e em data separada ,2018-01-31 00:00:00,2018-02-01 02:12:01,99df947218ac5907e8d38dee73a75940,delivered,2018-01-20 21:20:55,2018-01-23 03:52:31,2018-01-23 21:38:52,2018-01-30 23:19:03,2018-02-14 00:00:00,10.0
96ee030286f50f61c6d199bdfaa5573d,7920529b8621a433718e66c72a763bdc,1,,", muito ruim ! ",2017-11-29 00:00:00,2017-11-29 21:28:39,5ef5b5c4390be15d51dc7637f3e0bcd9,delivered,2017-11-20 22:35:58,2017-11-20 22:47:25,2017-11-22 23:51:22,2017-11-28 16:54:34,2017-12-11 00:00:00,7.0
c29578721fec42d32a8df09c414aa4fd,04eef545c54d444825c506ba170a26bd,1,,,2017-05-17 00:00:00,2017-05-21 12:41:38,c5a0073d6661564548122a1570ede3b0,delivered,2017-04-24 19:29:09,2017-04-24 19:45:16,2017-04-25 10:36:56,2017-05-26 12:39:56,2017-05-15 00:00:00,31.0
6280ca6a9e8c3a56b668ec8c5396caaf,534a0fbe91a806a1dc6bf09b497e3d6f,1,,Passou dos dias previstos.,2018-02-09 00:00:00,2018-02-14 04:13:49,d17ae8582d302dbd41b87e5028e8c0e2,unavailable,2018-01-22 02:45:40,2018-01-23 03:36:43,,,2018-02-06 00:00:00,
9e325bcfa22c4820da7d4f165c7dd49f,ab25d035abca0cb6c74fff900e926246,1,,,2018-04-27 00:00:00,2018-04-27 12:17:46,498fdb5ba5b08aa553dbbb047506ec6d,canceled,2018-04-13 05:18:38,2018-04-13 19:09:55,,,2018-04-25 00:00:00,
3db041dd46e9935752c691a2093799c2,51eaae3287e04efba45a51f52098fc88,1,,Produto não recomendo não ler em nenhum dispositivo,2018-04-27 00:00:00,2018-04-28 01:49:40,5d1bbf55dbbe7811fc7d591f636263b9,delivered,2018-04-19 20:24:08,2018-04-19 20:35:21,2018-04-24 21:48:58,2018-04-26 21:41:33,2018-05-07 00:00:00,7.0
f3f77d01a24ce4da52b6f7e83e71498d,a5a83c95ed669b7ba0ddce1d761c191f,1,,"Tentando cancelar o produto desde antes da emissão da nota fiscal. Não fui avisada que estava no correio, não tive nenhuma resposta do cancelamento e nao consigo devolver. ",2018-03-01 00:00:00,2018-03-02 12:55:24,edc1980f8563cad42e066bc9a60801c9,delivered,2018-02-22 17:55:55,2018-02-22 18:10:31,2018-02-26 10:12:48,2018-02-28 19:28:51,2018-03-14 00:00:00,6.0
b396ba75350276a6cc1993b6627dceea,43050a51a257b17d51295e07650cb654,1,Lamenetável...,"Boa Noite

é lamentável, esta loja que tantas compras eu ja fiz e hoje não me da satisfação sequer de um relógio na importância de 50,00 reais ... um produto com defeito e até agora não me deu retor",2018-08-23 00:00:00,2018-08-30 03:02:39,46eedac9adabcbc4e00c33f104651b31,delivered,2018-08-16 00:10:18,2018-08-17 04:09:47,2018-08-17 15:02:00,2018-08-22 15:52:34,2018-08-27 00:00:00,6.0
f3401a1de0c152923ba58cf7b7d2b84a,a848ecb46fe108b35dd5bd7bf4fdddca,2,Qualidade ruim!,A capa protetora não é exatamente o que eu esperava deixa a desejar no tipo material e na qualidade.,2018-05-19 00:00:00,2018-05-20 13:07:24,9deb8336dd9a075a90ad8adb3459e4fe,delivered,2018-05-02 19:55:38,2018-05-02 20:38:58,2018-05-03 15:09:00,2018-05-18 00:14:29,2018-05-24 00:00:00,15.0
4677abdc2e2e59f87b19f57edd36c883,c5ad60266a394a7f574c140c0248ec43,1,,,2017-04-20 00:00:00,2017-04-21 01:17:20,773ff6d5e61e8c77b8d23f0fcc3eefae,delivered,2017-04-12 00:35:08,2017-04-12 01:25:30,2017-04-13 08:17:41,2017-04-19 15:41:48,2017-05-04 00:00:00,7.0
7cae6dc895e8f5238f2300e103742ce2,68993f27a34bd02e3b2c2ebb5c41b9ec,2,,"O produto foi embalado apenas com papel pardo sobre a embalagem e enviado pelos correios. Lógico, a embalagem chegou amassada e só deus sabe se o produto está funcionando ou não, ainda não testei.",2017-03-22 00:00:00,2017-03-22 21:35:59,e69c1b17ce033060c97375f5f1d06885,delivered,2017-03-10 18:17:36,2017-03-10 18:17:36,2017-03-14 12:39:19,2017-03-21 07:55:03,2017-04-05 00:00:00,10.0
af41ee42a3e2dc767023449fda6c12fa,762955db358210db24103ff9ce1ddda7,1,,"Última vez que compro pois hoje vai fazer 1 mês que fiz a comprar e nada, e se demorar mas tempo de entregar estarei procurando meus direitos contra as lojas lannister e a targaryen.",2018-03-21 00:00:00,2018-03-21 15:32:51,a0f1806a93811e5dd87821e891b3024c,delivered,2018-02-21 15:15:10,2018-02-21 15:30:24,2018-02-22 22:12:27,2018-03-22 22:40:59,2018-03-19 00:00:00,29.0
4f2d420b33665f546c373953c8dfb5fd,523824180b3b651c5d233b761bdd7597,1,,"Não gostei do produto, material de péssima qualidade.",2017-10-08 00:00:00,2017-11-10 16:24:28,f0f0d3072b7438ab1aab58129a339a98,delivered,2017-09-20 13:29:14,2017-09-22 05:35:32,2017-09-22 19:33:08,2017-10-07 06:03:37,2017-10-17 00:00:00,16.0
bfd1c687738141ef5861a1a1269ca855,409e065598ea4a9dba359d894ab0cab9,1,,"Dos dois produtos comprados, foi entregue apenas um!",2018-01-10 00:00:00,2018-01-11 11:54:28,672b006efdabc0ee13568350bb6f29d0,delivered,2018-01-03 21:53:52,2018-01-04 05:12:33,2018-01-04 15:32:54,2018-01-09 22:39:43,2018-01-30 00:00:00,6.0
6724babb3b9952660bc345b5f5a4db07,c09eea5faf2f865d54fac5b97b961a75,1,,Nao compro mais na lannister. Se é parceiro da lannister ou não essa targaryen jamais uso novamente. Quando eu ler que é dessa empresa saio correndo. Um absurdo. Quase um mês para entregar. Extra.com ok,2018-02-09 00:00:00,2018-02-10 01:04:39,1e34ef28ff6a12d56dcd123746e11367,delivered,2018-01-14 19:35:10,2018-01-16 03:51:04,2018-01-16 19:17:19,2018-02-08 17:06:45,2018-02-15 00:00:00,24.0
b54c1776f5955ced2f54c711c665a025,520a772c685704aec515546f7a098ea9,1,,Nem fizeram a nota fiscal ,2018-01-30 00:00:00,2018-01-30 02:34:26,919af88e1a7b7b4dddd2a0151a1de826,processing,2017-12-23 19:00:58,2017-12-23 19:07:46,,,2018-01-29 00:00:00,
f4d2c6ed9bebda9d41573e30f3d629b5,544789a536e56050d352f95b48062912,1,,"O MP3 player não funciona, mesmo trocando a pilha diversas vezes. Tive que devolver.",2017-11-05 00:00:00,2017-11-06 13:54:54,caad6959ea0c0fec14ebfe8bb44a985f,delivered,2017-10-15 13:32:54,2017-10-15 13:49:31,2017-10-16 18:32:50,2017-11-04 12:48:37,2017-11-03 00:00:00,19.0
755509047344db65b4c12fe56626765d,08d7ec7381dc51d41a0e4d86314b7a98,1,,,2017-01-27 00:00:00,2017-01-30 17:40:30,bf396d21b4ba3214fd7d7a9c10669615,delivered,2017-01-10 17:18:09,2017-01-10 17:30:23,2017-01-16 14:39:40,2017-01-26 13:41:40,2017-02-22 00:00:00,15.0
341ccd0a62b82793121e9ebdd1eafaf9,adad66be45caa015d25e03ed17610197,1,,A targaryen não é de confiança não entregou a minha compra e colocou no rastreamento do pedido que foi entregue no dia 14/12/17 empresa falsa quero receber meus produtos que foram pagos com boleto bancari,2017-12-15 00:00:00,2017-12-20 07:55:39,570a608aee1a7a807a1cad82ee9ba9ad,delivered,2017-12-03 21:03:58,2017-12-05 10:30:54,2017-12-04 22:53:02,2017-12-10 11:56:50,2017-12-27 00:00:00,6.0
772d77869ce0505a42077a4429385c9c,e03e8192ecbedf3c6493ae3c01ba21e3,1,,,2018-07-14 00:00:00,2018-07-15 17:03:22,fd2e6e9ae894e78bc1eecbf68286c28c,delivered,2018-07-01 01:57:58,2018-07-01 02:48:59,2018-07-09 13:39:00,2018-07-13 20:12:40,2018-08-09 00:00:00,12.0
320ae91d4c5cb8164c168fc68392a5fb,934e266bc66e8ed5bba8266dfde60175,1,Produto pirata!,"Quando instalei o cartucho de tinta, a minha impressora indicou que o mesmo estava vazio, e apresentou a mensagem de erro ""!"" em cima do marcador de nível da tinta. Já solicitei a troca. ",2018-05-22 00:00:00,2018-05-23 01:03:33,d34a8ca7db5feb905adc5be26b73db8a,delivered,2018-05-15 13:53:48,2018-05-15 14:30:35,2018-05-15 14:53:00,2018-05-21 20:29:24,2018-06-13 00:00:00,6.0
